game_id,season,week,game_date,home_team,away_team,halftime_home_score,halftime_away_score,final_home_score,final_away_score,pregame_spread,pregame_total,trailing_team_home,trailing_team,halftime_deficit,trailing_team_was_favorite,trailing_team_favorite_by,trailing_team_won
2025_15_ATL_TB,2025,15,2025-12-11,TB,ATL,13.0,14.0,28,29,6.0,43.5,True,TB,1,True,6.0,0
2025_15_BAL_CIN,2025,15,2025-12-14,CIN,BAL,0.0,14.0,0,24,-2.5,51.5,True,CIN,14,False,0.0,0
2025_15_BUF_NE,2025,15,2025-12-14,NE,BUF,24.0,7.0,31,35,-2.5,49.5,False,BUF,17,True,2.5,1
2025_15_CAR_NO,2025,15,2025-12-14,NO,CAR,7.0,10.0,20,17,-2.5,41.5,True,NO,3,False,0.0,1
2025_15_CLE_CHI,2025,15,2025-12-14,CHI,CLE,14.0,0.0,31,3,7.5,38.5,False,CLE,14,False,0.0,0
2025_15_DET_LA,2025,15,2025-12-14,LA,DET,17.0,24.0,41,34,5.5,54.5,True,LA,7,True,5.5,1
2025_15_GB_DEN,2025,15,2025-12-14,DEN,GB,14.0,16.0,34,26,-1.5,42.5,True,DEN,2,False,0.0,1
2025_15_IND_SEA,2025,15,2025-12-14,SEA,IND,6.0,13.0,18,16,13.5,41.5,True,SEA,7,True,13.5,1
2025_15_LAC_KC,2025,15,2025-12-14,KC,LAC,13.0,10.0,13,16,5.5,41.5,False,LAC,3,False,0.0,1
2025_15_LV_PHI,2025,15,2025-12-14,PHI,LV,17.0,0.0,31,0,12.5,37.5,False,LV,17,False,0.0,0
2025_15_MIA_PIT,2025,15,2025-12-15,PIT,MIA,7.0,3.0,28,15,3.0,42.5,False,MIA,4,False,0.0,0
2025_15_NYJ_JAX,2025,15,2025-12-14,JAX,NYJ,31.0,10.0,48,20,13.5,40.5,False,NYJ,21,False,0.0,0
2025_15_TEN_SF,2025,15,2025-12-14,SF,TEN,17.0,10.0,37,24,12.5,44.5,False,TEN,7,False,0.0,0
2025_15_WAS_NYG,2025,15,2025-12-14,NYG,WAS,7.0,22.0,21,29,2.5,46.5,True,NYG,15,True,2.5,0
2025_16_BUF_CLE,2025,16,2025-12-21,CLE,BUF,10.0,20.0,20,23,-10.5,41.5,True,CLE,10,False,0.0,0
2025_16_CIN_MIA,2025,16,2025-12-21,MIA,CIN,14.0,17.0,21,45,-3.5,48.5,True,MIA,3,False,0.0,0
2025_16_GB_CHI,2025,16,2025-12-20,CHI,GB,0.0,6.0,22,16,1.5,45.5,True,CHI,6,True,1.5,1
2025_16_JAX_DEN,2025,16,2025-12-21,DEN,JAX,10.0,17.0,20,34,3.5,46.5,True,DEN,7,True,3.5,0
2025_16_KC_TEN,2025,16,2025-12-21,TEN,KC,9.0,6.0,26,9,-3.5,37.5,False,KC,3,True,3.5,0
2025_16_LAC_DAL,2025,16,2025-12-21,DAL,LAC,17.0,21.0,17,34,1.5,50.5,True,DAL,4,True,1.5,0
2025_16_LA_SEA,2025,16,2025-12-18,SEA,LA,7.0,13.0,38,37,1.5,42.5,True,SEA,6,True,1.5,1
2025_16_LV_HOU,2025,16,2025-12-21,HOU,LV,13.0,7.0,23,21,14.5,39.5,False,LV,6,False,0.0,0
2025_16_MIN_NYG,2025,16,2025-12-21,NYG,MIN,10.0,13.0,13,16,-2.5,41.5,True,NYG,3,False,0.0,0
2025_16_NYJ_NO,2025,16,2025-12-21,NO,NYJ,9.0,6.0,29,6,6.5,39.5,False,NYJ,3,False,0.0,0
2025_16_PHI_WAS,2025,16,2025-12-20,WAS,PHI,10.0,7.0,18,29,-7.0,43.5,False,PHI,3,True,7.0,1
2025_16_SF_IND,2025,16,2025-12-22,IND,SF,17.0,24.0,27,48,-4.5,46.5,True,IND,7,False,0.0,0
2025_16_TB_CAR,2025,16,2025-12-21,CAR,TB,13.0,10.0,23,20,-3.0,44.5,False,TB,3,True,3.0,0
2025_17_ARI_CIN,2025,17,2025-12-28,CIN,ARI,23.0,7.0,37,14,7.0,52.5,False,ARI,16,False,0.0,0
2025_17_BAL_GB,2025,17,2025-12-27,GB,BAL,14.0,27.0,24,41,2.5,38.5,True,GB,13,True,2.5,0
2025_17_CHI_SF,2025,17,2025-12-28,SF,CHI,28.0,21.0,42,38,3.5,51.5,False,CHI,7,False,0.0,0
2025_17_DAL_WAS,2025,17,2025-12-25,WAS,DAL,10.0,24.0,23,30,-8.5,50.5,True,WAS,14,False,0.0,0
2025_17_DEN_KC,2025,17,2025-12-25,KC,DEN,7.0,6.0,13,20,-13.5,37.5,False,DEN,1,True,13.5,1
2025_17_HOU_LAC,2025,17,2025-12-27,LAC,HOU,3.0,14.0,16,20,1.5,40.5,True,LAC,11,True,1.5,0
2025_17_JAX_IND,2025,17,2025-12-28,IND,JAX,10.0,7.0,17,23,-3.5,48.5,False,JAX,3,True,3.5,1
2025_17_LA_ATL,2025,17,2025-12-29,ATL,LA,21.0,0.0,27,24,-7.5,48.5,False,LA,21,True,7.5,0
2025_17_NE_NYJ,2025,17,2025-12-28,NYJ,NE,3.0,35.0,10,42,-12.5,42.5,True,NYJ,32,False,0.0,0
2025_17_NO_TEN,2025,17,2025-12-28,TEN,NO,20.0,10.0,26,34,-1.5,39.5,False,NO,10,True,1.5,1
2025_17_NYG_LV,2025,17,2025-12-28,LV,NYG,3.0,17.0,10,34,-3.0,40.5,True,LV,14,False,0.0,0
2025_17_PHI_BUF,2025,17,2025-12-28,BUF,PHI,0.0,13.0,12,13,3.0,45.5,True,BUF,13,True,3.0,0
2025_17_PIT_CLE,2025,17,2025-12-28,CLE,PIT,10.0,6.0,13,6,-4.5,35.5,False,PIT,4,True,4.5,0
2025_17_TB_MIA,2025,17,2025-12-28,MIA,TB,17.0,7.0,20,17,-5.5,44.5,False,TB,10,True,5.5,0
2025_18_ARI_LA,2025,18,2026-01-04,LA,ARI,16.0,6.0,37,20,14.5,49.5,False,ARI,10,False,0.0,0
2025_18_BAL_PIT,2025,18,2026-01-04,PIT,BAL,3.0,10.0,26,24,-4.5,41.5,True,PIT,7,False,0.0,1
2025_18_CAR_TB,2025,18,2026-01-03,TB,CAR,10.0,7.0,16,14,3.0,43.5,False,CAR,3,False,0.0,0
2025_18_CLE_CIN,2025,18,2026-01-04,CIN,CLE,12.0,14.0,18,20,9.5,47.5,True,CIN,2,True,9.5,0
2025_18_DAL_NYG,2025,18,2026-01-04,NYG,DAL,16.0,10.0,34,17,-3.0,50.5,False,DAL,6,True,3.0,0
2025_18_DET_CHI,2025,18,2026-01-04,CHI,DET,0.0,13.0,16,19,3.5,51.5,True,CHI,13,True,3.5,0
2025_18_GB_MIN,2025,18,2026-01-04,MIN,GB,13.0,0.0,16,3,12.5,37.5,False,GB,13,False,0.0,0
2025_18_IND_HOU,2025,18,2026-01-04,HOU,IND,23.0,17.0,38,30,9.5,37.5,False,IND,6,False,0.0,0
2025_18_KC_LV,2025,18,2026-01-04,LV,KC,6.0,3.0,14,12,-3.5,36.5,False,KC,3,True,3.5,0
2025_18_LAC_DEN,2025,18,2026-01-04,DEN,LAC,10.0,3.0,19,3,14.5,37.5,False,LAC,7,False,0.0,0
2025_18_MIA_NE,2025,18,2026-01-04,NE,MIA,17.0,10.0,38,10,14.0,44.5,False,MIA,7,False,0.0,0
2025_18_NO_ATL,2025,18,2026-01-04,ATL,NO,10.0,7.0,19,17,4.5,43.5,False,NO,3,False,0.0,0
2025_18_NYJ_BUF,2025,18,2026-01-04,BUF,NYJ,21.0,0.0,35,8,12.5,39.5,False,NYJ,21,False,0.0,0
2025_18_SEA_SF,2025,18,2026-01-03,SF,SEA,3.0,10.0,3,13,-2.5,47.5,True,SF,7,False,0.0,0
2025_18_TEN_JAX,2025,18,2026-01-04,JAX,TEN,31.0,7.0,41,7,12.5,46.5,False,TEN,24,False,0.0,0
2025_18_WAS_PHI,2025,18,2026-01-04,PHI,WAS,7.0,10.0,17,24,3.0,38.5,True,PHI,3,True,3.0,0
